id,kind,section,name,short,trigger,blocks_training,blocks_internal,blocks_release,d_us_low,d_us_central,d_us_high,d_access_low,d_access_central,d_access_high,d_china_low,d_china_central,d_china_high,net_own,net_some,net_lot,net_most,risk_cut_low,risk_cut_central,risk_cut_high,risk_band,risk_group,harms,protects,risk_why,market_price,basis,how,recurrence,confidence,evidence,uncertainty,requires,baseline,reasoning,steelman,sources
"liability-insurance","policy","mains","Mandatory liability insurance for AI developers","Frontier developers must insure against the harms their systems could cause.","Frontier AI developers.","no","no","cond","0.00329","0.01314","0.0657","0.01971","0.03942","0.06307","0","0","0","0.01","0.00","-0.01","-0.02","0.0000","0.0200","0.0400","Small","incentives","catastrophe everyday","Makes insurers, who would pay for disasters, check that labs are careful.","Insurers have money on the line and would push for audits. They may simply refuse to cover the worst risks.","no","estimate","Our estimate on the model's logic, like product liability: underwriting and insurer audits take senior time but don't stop training. Under a day.","Per year","Low","low","Whether insurers would offer coverage at all. Many are currently excluding AI risks from their policies.","Carry liability insurance covering the insurable layer of harms from frontier systems. | Insurers, rather than developers, select third-party auditors.","No U.S. bill requires it. Specialist insurers such as AIUC certify and insure AI agents voluntarily. Many general insurers are adding AI exclusions to their policies.","Gabriel Weil proposes mandatory insurance paired with liability, with insurers choosing auditors so developers cannot pick friendly ones. Premiums are dollars, which the rubric does not convert into time. The time cost is the underwriting process and insurer audits. Like product liability in the simulation model, they take senior time but don't stop training: under a day.
CSIS reported in September 2026 that insurers are adding AI exclusions, including an industry-standard exclusion effective January 2026. If no insurer will write the policy, a mandate could block releases entirely, which is the high end of the range.","Catastrophic AI losses could exceed what private insurance can cover. A mandate without available coverage becomes a de facto ban on deploying the most capable models.","Gabriel Weil, Don't let AI developers hire their own referees (AI Frontiers, July 2026) <https://ai-frontiers.org/articles/dont-let-ai-developers-hire-their-own-referees> | CSIS, The insurance industry's retreat from AI (Sept 2026) <https://www.csis.org/analysis/insurance-industrys-retreat-ai-threatens-slow-innovation-and-adoption> | Trout, insurance for AI risk (arXiv) <https://arxiv.org/abs/2409.06673>"
"nuclear-control","policy","starters","Human control of nuclear launch decisions","Only humans may decide to launch nuclear weapons.","U.S. nuclear command and control.","no","no","no","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00","0.00","0.0050","0.0150","0.0300","Small","","catastrophe","Keeps AI from ever deciding on its own to launch nuclear weapons.","It keeps a human decision on nuclear launch. That addresses a narrow but severe risk.","no","estimate","No cost to AI developers.","one-time","High","high","None for the lead.","Require positive human action in executing presidential decisions on nuclear weapons (FY2025 NDAA, section 1638, as a statement of policy). | Affirm human control over nuclear use decisions internationally (2024 Biden–Xi statement).","U.S. policy since the FY2025 defense bill. A stricter funding ban has not been enacted.","This is one of the most widely supported AI safety measures and one of the few the U.S. and China have jointly affirmed. It applies to the Defense Department and the President, not to AI developers.
It costs America's AI lead nothing.","There is no plausible case that it slows frontier AI. The debate is whether a statement of policy is strong enough.","White House readout of the Biden–Xi meeting (Nov 16, 2024) <https://bidenwhitehouse.archives.gov/briefing-room/statements-releases/2024/11/16/readout-of-president-joe-bidens-meeting-with-president-xi-jinping-of-the-peoples-republic-of-china-3> | FY2025 NDAA, section 1638 <https://www.govinfo.gov/content/pkg/PLAW-118publ159/html/PLAW-118publ159.htm>"
"weight-security","policy","sides","Model-weight security standard","Protect unreleased frontier weights against theft by well-resourced attackers.","Frontier developers holding unreleased model weights.","no","no","no","0","0.0061","0.01016","0.00077","0.0023","0.00525","0.00656","0.01961","0.04483","-0.01","-0.01","-0.01","-0.02","0.0100","0.0300","0.0600","Small","security","catastrophe power","Stops hackers and foreign spies from stealing the most powerful models.","Whoever steals a model's weights can strip out its safeguards. Strong security keeps dangerous models out of the wrong hands.","no","model","Simulation model, 12 months after the rule takes effect: U.S. progress ends up under a day behind where it would be; China falls under a day directly; China loses under a day more through its dependence on U.S. models, at the ""a little"" setting. Most of the model's inputs are stated assumptions.","one-time","Low","medium","The probability that frontier weights get stolen in a given year, which nobody outside the labs and intelligence agencies can estimate.","Implement security controls for unreleased model weights at a defined level (RAND's SL3, roughly: resistant to well-resourced non-state and moderately resourced state actors). | Describe the controls in the published framework (SB 53 requires this).","Anthropic's ASL-3 standard and OpenAI's security commitments already target this level. SB 53 requires large developers to describe their weight-security practices. The mandate sets a floor under current practice.","An SL3-like floor is incremental to existing voluntary hardening. Hazard reduction, current asset value, assimilation and decay determine the benefit. Research effort and ongoing friction determine the U.S. cost. The compromise rate and effectiveness are explicit priors.
In the model, a year after the rule takes effect, U.S. capability is under a day behind its baseline path and China's is under a day behind at the model's central assumption about dependence. The difference, under a day, is the model's central estimate. The full calculation, every input and its evidence status are on this rule's page in the technical appendix.","A higher price would argue that security standards, once regulated, ratchet toward the paranoid: access controls that slow every engineer, air-gapped clusters and clearance requirements. That is the next item on the menu. At the SL3 level, the honest steelman is that the China-side benefit is speculative; it may be zero if theft was never the channel.","RAND, Securing AI Model Weights <https://www.rand.org/pubs/research_reports/RRA2849-1.html> | Anthropic Responsible Scaling Policy <https://www.anthropic.com/responsible-scaling-policy> | California Bus. & Prof. Code § 22757.12 (SB 53): cybersecurity for unreleased weights in the framework <https://leginfo.legislature.ca.gov/faces/codes_displaySection.xhtml?lawCode=BPC&sectionNum=22757.12>"
"secure-dev-env","policy","sides","Isolated secure development environment","Frontier research on air-gapped or tightly isolated networks with physical security controls.","Frontier developers, for models above a capability threshold.","cond","cond","no","0.09204","0.20107","0.33926","0.01696","0.05422","0.08363","0.03051","0.09757","0.15048","0.10","0.09","0.08","0.06","0.0100","0.0300","0.0600","Small","security","catastrophe power","Cuts lab systems off from the internet so models and secrets can't leak or be stolen.","Isolating lab networks blocks most remote theft and makes it harder for a misbehaving model to get out.","no","model","Simulation model, 12 months after the rule takes effect: U.S. progress ends up about 6 days behind where it would be; China falls about 3 days directly; China loses under a day more through its dependence on U.S. models, at the ""a little"" setting. Most of the model's inputs are stated assumptions.","Per year of operation","Low","low","The productivity penalty on researchers. Anthropic is measuring it now and has not published a number.","Conduct frontier training and research inside isolated networks (RAND SL4 to SL5) with limited, controlled external connections and commensurate physical security. | Restrict researcher access and remote work accordingly.","No lab operates this way. Anthropic's Frontier Safety Roadmap says its initial discussions leave it skeptical that isolated networks are feasible within one to two years, and it is running a small-scale mock secure research environment to measure the productivity impact.","The model allows internal AI tools inside isolated environments. Research friction applies only to newly affected work; migration is additional. A policy that prohibited such tools or required immediate construction of an entirely new facility would have a different scope.
In the model, a year after the rule takes effect, U.S. capability is about 6 days behind its baseline path and China's is about 3 days behind at the model's central assumption about dependence. The difference, about 3 days, is the model's central estimate. The full calculation, every input and its evidence status are on this rule's page in the technical appendix.","Every researcher who has worked in a SCIF says the same thing: it is slower. If the penalty is 30% and it compounds across a field where the frontier doubles every 105 days, the U.S. hands away a third of its own progress to protect against a threat it cannot quantify. Anthropic's own roadmap says the isolated-network version may not be feasible at all on the relevant timescale.","Anthropic Frontier Safety Roadmap updates (May 5, 2026) <https://www.anthropic.com/responsible-scaling-policy/updates> | Anthropic Frontier Safety Roadmap <https://www.anthropic.com/responsible-scaling-policy/roadmap> | RAND, Securing AI Model Weights <https://www.rand.org/pubs/research_reports/RRA2849-1.html>"
"kyc-compute","policy","sides","Know-your-customer rules for compute providers","Cloud providers verify who is renting enough compute to train a frontier model.","Compute providers serving customers at frontier scale.","no","no","no","0","0.00434","0.00778","0.00018","0.00087","0.00226","0.01164","0.05618","0.14582","-0.05","-0.05","-0.05","-0.05","0.0000","0.0100","0.0300","Tiny","misuse","catastrophe power","Stops bad actors and banned foreign labs from secretly renting U.S. computing power.","Knowing who rents large amounts of computing power makes it harder to secretly train dangerous models.","no","model","Simulation model, 12 months after the rule takes effect: U.S. progress ends up under a day behind where it would be; China falls about 2 days directly; China loses under a day more through its dependence on U.S. models, at the ""a little"" setting. Most of the model's inputs are stated assumptions.","one-time","Low","low","How much Chinese frontier training currently runs on rented Western compute.","Collect identity, payment and contact information from any customer using enough compute to train a covered model; assess intent; retain records (SB 1047 § 22604). | Implement the ability to shut down a customer's resources.","The 2024 Commerce Department proposed KYC rules for infrastructure-as-a-service providers. Major clouds already do sanctions screening. SB 1047 would have required it in California.","The base case allows new identity checks to uncover access prohibited by existing rules. Identity verification alone does not deny compute: the zero-denial boundary has zero China hardware benefit. This scope is narrower than a new blanket compute embargo.
In the model, a year after the rule takes effect, U.S. capability is under a day behind its baseline path and China's is about 2 days behind at the model's central assumption about dependence. The difference, about 2 days, is the model's central estimate. The full calculation, every input and its evidence status are on this rule's page in the technical appendix.","KYC on compute is an export control in disguise and shares its weakness: it only works if the covered providers are the only providers. A higher U.S. price would come from pushing customers to non-U.S. clouds, which is a commercial cost and not a lead cost.","SB 1047 enrolled text, § 22604: compute cluster operator duties <https://leginfo.legislature.ca.gov/faces/billTextClient.xhtml?bill_id=202320240SB1047> | Commerce/BIS proposed rule: KYC for IaaS providers (Jan 2024) <https://www.federalregister.gov/documents/2024/01/29/2024-01580/taking-additional-steps-to-address-the-national-emergency-with-respect-to-significant-malicious-cyber-enabled>"
"anti-distillation","policy","offmenu","Anti-distillation controls","KYC for high-volume API access, hidden reasoning traces, output fingerprinting and rate limits.","Frontier developers offering API access.","no","no","no","0","0.00777","0.01368","0.12537","0.52116","1.27062","0","0","0","0.01","-0.12","-0.25","-0.38","0.0000","0.0050","0.0200","Tiny","misuse","power","Stops rivals from copying U.S. models by training on their answers.","It keeps capabilities from spreading to labs with weaker safety practices. The effect on overall risk is small.","no","model","Simulation model, 12 months after the rule takes effect: U.S. progress ends up under a day behind where it would be; China loses about 4 days more through its dependence on U.S. models, at the ""a little"" setting. Most of the model's inputs are stated assumptions.","one-time","Low","medium","How much of Chinese progress actually came from distilling U.S. outputs, which is the same thing your worldview is about.","Verify identity for high-volume API customers and enforce terms against training on outputs. | Do not expose full reasoning traces by default. | Fingerprint outputs and share attack telemetry across labs and with government.","Anthropic reported over 16 million exchanges through about 24,000 fraudulent accounts in February 2026 and, in September, the largest distillation campaign it had measured, attributed to Alibaba, with over 151 million exchanges. OpenAI told a House committee it observed DeepSeek obtaining outputs through obfuscated third-party routers. A joint NSA, CISA and FBI advisory in September 2026 named six Chinese labs. Labs are already tightening; a mandate standardizes it.","The same marginal teacher-reliance parameter is used here and for public-release delays. Measured benefits from distillation establish that teachers can help; they do not establish how much China needs U.S. teachers after domestic alternatives and self-training.
In the model, a year after the rule takes effect, U.S. capability is under a day behind its baseline path and China's is about 4 days behind at the model's central assumption about dependence. The difference, about 4 days, is the model's central estimate. The full calculation, every input and its evidence status are on this rule's page in the technical appendix.","A higher U.S. price: hidden reasoning traces and heavy KYC degrade the product for legitimate developers, and U.S. open-weight releases would need the same treatment or the controls are pointless. A lower China price: DeepSeek V4's model card describes distilling from its own specialist models, and the behavioral evidence of U.S. lineage is suggestive rather than quantified. Nobody has shown how many months distillation bought.","Anthropic, Detecting and preventing distillation attacks (Feb 23, 2026) <https://www.anthropic.com/news/detecting-and-preventing-distillation-attacks> | Anthropic Threat Intelligence Report, September 2026 <https://www.anthropic.com/threat-intelligence-report-september-2026> | NSA/CISA/FBI advisory AA26-251A (Sept 8, 2026) <https://www.cisa.gov/news-events/cybersecurity-advisories/aa26-251a> | OpenAI memo to the House Select Committee on the CCP (Feb 2026) <https://finance.yahoo.com/news/openai-accuses-deepseek-distilling-us-221629899.html> | Busbridge et al., Distillation Scaling Laws (ICML 2025) <https://proceedings.mlr.press/v267/busbridge25a.html>"
"export-controls","policy","offmenu","Advanced chip export controls","Not a safety rule. On the menu so you can see what buying lead looks like.","Exports of advanced AI chips and manufacturing equipment to China.","no","no","no","-0.05167","-0.02547","-0.00855","-0.06545","-0.03969","0.00022","0.30309","0.86399","1.7328","-0.89","-0.88","-0.87","-0.86","-0.0300","0.0000","0.0400","None","","power","Keeps China's military and labs from getting the best U.S. chips.","Debated. Slowing China's labs may lower risk if they are less careful, but it can also sharpen the race. We rate it as no clear effect.","no","model","Simulation model, 12 months after the rule takes effect: U.S. progress ends up under a day behind where it would be; China falls about 4 weeks directly; China loses under a day more through its dependence on U.S. models, at the ""a little"" setting. Most of the model's inputs are stated assumptions.","Per year the controls hold","Low","medium","Whether compute is the binding constraint on Chinese frontier progress. The gap is measured in months while the hardware gap is measured in years, which suggests it is not the only constraint.","Prohibit export of advanced AI accelerators and the tools to make them to China. | Enforce against transshipment.","In force since October 2022, tightened repeatedly. Estimates: a U.S. hardware lead of about four years (Epoch), Chinese domestic chips trailing by three to four years through 2030 (Epoch on Huawei), U.S. compute capacity roughly ten times China's (RAND).","This maintains the specified controls versus prospective relaxation today. It preserves existing stocks, allows deployment lags, and models the extra hardware China would actually buy and use. It does not convert a four-year chip-generation lag directly into a national capability lag.
In the model, a year after the rule takes effect, U.S. capability is under a day behind its baseline path and China's is about 3.5 weeks behind at the model's central assumption about dependence. The difference, about 4 weeks, is the model's central estimate. The full calculation, every input and its evidence status are on this rule's page in the technical appendix.","For a lower China price: DeepSeek trained V3 on a fraction of the compute U.S. labs used and the gap did not widen. For a higher price: Epoch projects Huawei's output at under 4% of Nvidia's in 2026 and a 73-times gap in usable high-bandwidth memory, and inference-time compute is now a large part of capability. Both cases are sourced. Neither is settled.","Epoch AI, U.S. export controls and China's AI progress <https://epoch.ai/gradient-updates/us-export-controls-china-ai> | Epoch AI, Huawei's roadmap to 2031 <https://epoch.ai/publications/huaweis-roadmap-to-2031> | RAND (Heim), China's AI models are closing the gap <https://www.rand.org/pubs/commentary/2025/05/chinas-ai-models-are-closing-the-gap-but-americas-real.html> | CSIS, China's open-weight challenge to U.S. AI leadership <https://www.csis.org/analysis/chinas-open-weight-challenge-us-ai-leadership> | AI Frontiers (Chris Miller), U.S. chip export controls and China <https://ai-frontiers.org/articles/us-chip-export-controls-china-ai>"
"si-treaty","policy","treaties","Verified global ban on superintelligence","A treaty, with inspections, banning superintelligence everywhere until it can be built safely.","Frontier AI development in every signatory country.","yes","cond","no","1.31406","3.94218","6.5703","0","0","0","0.65703","2.75953","5.25624","1.18","1.18","1.18","1.18","0.0500","0.3000","0.7000","Large","international","catastrophe power","Stops every country, China included, from building AI smarter than humans until it can be done safely.","If it holds, it removes the race to build the systems people worry about most. Whether it holds depends on verification that doesn't exist yet, so our central estimate is well below its full potential and the range is enormous.","no","estimate","Our estimate on the simulation model's logic: the U.S. frontier ends the year about four months behind, as with a unilateral ban with some research continuing. China, bound by the same treaty but with imperfect verification, loses about 70% as much. Net: about 36 days.","one-time","Low","low","Whether the U.S. and China could verify each other's compliance well enough that neither suspects a secret program.","A treaty, with inspections, banning superintelligence everywhere until it can be built safely.","There is no treaty, only petitions, open letters and draft texts written by nonprofits. The UN's new AI scientific panel and Global Dialogue are advisory and cannot restrict development.","No government has signed or formally endorsed a treaty banning superintelligence as of September 2026. FLI's Statement on Superintelligence (Oct 22, 2025) now shows about 75,000 signatures and MIRI published a full draft treaty (Nov 18, 2025), but on Sept 22, 2026 Trump told the UN the U.S. 'totally rejects' any 'globalist scheme' to control AI.
Our estimate on the simulation model's logic: the U.S. frontier ends the year about four months behind, as with a unilateral ban with some research continuing. China, bound by the same treaty but with imperfect verification, loses about 70% as much. Net: about 36 days.","Verification tools for AI are unproven. A treaty that China quietly breaks leaves America both behind and no safer, which is the worst corner of the map.","Statement on Superintelligence <https://superintelligence-statement.org/> | MIRI: Summary of An International Agreement to Prevent the Premature Creation of ASI (May 12, 2026) <https://intelligence.org/2026/05/12/summary-an-international-agreement-to-prevent-the-premature-creation-of-artificial-superintelligence/> | FLI press release on the statement and U.S. poll <https://futureoflife.org/press-release/prominent-scientists-faith-leaders-policymakers-and-artists-call-for-a-prohibition-on-superintelligence/> | Euronews: Leaders push for stronger AI safeguards at UN as Trump touts 'Super Intelligence' <https://www.euronews.com/2026/09/23/leaders-push-for-stronger-ai-safeguards-at-un-as-trump-touts-super-intelligence>"
"ai-agency","policy","treaties","International AI agency with inspections","An IAEA for AI: an international body that inspects frontier labs and checks safety standards.","Frontier AI developers in member countries.","cond","no","cond","0.03285","0.19711","0.65703","0","0","0","0","0.13141","0.49277","0.07","0.07","0.07","0.07","0.0200","0.0800","0.2000","Medium","international","catastrophe power","Puts inspectors inside frontier labs in every member country, the way the IAEA inspects nuclear sites.","An inspector in the room makes hidden dangerous projects much harder. It works only if major powers let inspectors in and act on what they find.","no","estimate","Our estimate: inspections and reporting displace about 6 days of U.S. research and about 4 days of Chinese research. Net: about 2 days.","one-time","Low","low","Whether the U.S. and China would ever let foreign inspectors into their top labs, including military and classified AI work.","An IAEA for AI: an international body that inspects frontier labs and checks safety standards.","Government testing is national and mostly voluntary (U.S. CAISI, UK AI Security Institute). UN bodies only assess and convene; the 2024 UN advisory body report chose an IPCC-style panel instead of an agency.","No IAEA-style AI agency with inspection powers exists as of September 2026. The UN instead created an Independent International Scientific Panel on AI (40 members appointed Feb 12, 2026 by a 117-2 vote, with the U.S. voting no) and a Global Dialogue on AI Governance (first session Geneva, July 6-7, 2026; next in New York, May 2027), and neither can inspect labs.
Our estimate: inspections and reporting displace about 6 days of U.S. research and about 4 days of Chinese research. Net: about 2 days.","Inspectors could see U.S. trade secrets, and an agency with real power would take years to set up. Weak inspections could give false comfort.","OpenAI: Governance of superintelligence (May 2023) <https://openai.com/index/governance-of-superintelligence/> | Independent International Scientific Panel on AI (Wikipedia) <https://en.wikipedia.org/wiki/Independent_International_Scientific_Panel_on_AI> | UN News: Who should set the rules for AI? (Sept 2026) <https://news.un.org/en/story/2026/09/1168353> | Simon Institute: Mapping IAEA verification tools to international AI governance <https://simoninstitute.ch/blog/post/mapping-iaea-verification-tools-to-international-ai-governance-a-mechanism-by-mechanism-analysis>"
"global-pause","policy","treaties","Indefinite verified global pause","Every country stops frontier AI training indefinitely, with verification.","Frontier training runs in every signatory country.","yes","yes","yes","3.28515","5.58476","7.88436","0","0","0","1.31406","3.94218","6.5703","1.64","1.64","1.64","1.64","0.0300","0.2500","0.6000","Large","international","catastrophe","Stops frontier AI development everywhere, with no end date, until the world agrees it is safe to continue.","Stopping development everywhere is the most direct way to stop catastrophic AI. The catch is enforcement, plus the risk of a rush if the pause breaks down.","no","estimate","Our estimate on the simulation model's logic: an open-ended pause leaves the U.S. about 5.5 months behind a year in, as with a unilateral superintelligence ban. China loses about 70% as much. Net: about 50 days.","one-time","Low","low","Whether China would truly stop and whether a pause could be verified while algorithmic research continues without big training runs.","Every country stops frontier AI training indefinitely, with verification.","Frontier training compute keeps growing about 4 to 5 times per year. Only voluntary company safety policies and U.S. export controls constrain it.","No country has adopted a pause. In September 2026 Anthropic's Dario Amodei called for 'pacing' (explicitly not halting) frontier AI, backed by Sam Altman and Elon Musk; China's foreign ministry called such calls fear-mongering (Sept 14), 17 Democratic senators urged Trump to consider a mutual U.S.-China pause, and the Sept 24 Trump-Xi summit reportedly produced no AI deal.
Our estimate on the simulation model's logic: an open-ended pause leaves the U.S. about 5.5 months behind a year in, as with a unilateral superintelligence ban. China loses about 70% as much. Net: about 50 days.","A pause that breaks down could leave a hardware overhang and a sudden sprint. Cheaters would gain the most.","Dario Amodei: We Must Pace the Frontier (Sept 2026) <https://darioamodei.com/post/we-must-pace-the-frontier> | Rest of World: China rejects Amodei call to slow AI <https://restofworld.org/2026/china-rejects-dario-amodei-anthropic-ai-slowdown-trump-xi/> | Padilla/Van Hollen letter press release <https://www.padilla.senate.gov/newsroom/press-releases/padilla-joins-van-hollen-senate-democrats-to-push-trump-to-negotiate-ai-guardrails-with-xi/> | Al Jazeera: As AI leaders warn of catastrophe, US and China shun slowdown calls (Sept 23, 2026) <https://www.aljazeera.com/economy/2026/9/23/as-ai-leaders-warn-of-catastrophe-us-and-china-shun-slowdown-calls>"
"global-compute-cap","policy","treaties","International cap on training compute","A treaty capping how much computing power any training run may use, in the U.S., China and everywhere else.","Training runs above the agreed compute limit in any signatory country.","yes","no","no","2.29961","4.20499","6.24179","0","0","0","0.32852","1.47832","3.28515","2.73","2.73","2.73","2.73","0.0300","0.1500","0.4000","Large","international","catastrophe power","Keeps every country's AI models below a size where they could become uncontrollable.","Keeping everyone below a size limit removes much of the risk from the largest systems. Better algorithms keep making each unit of compute more capable, so the cap slowly weakens.","no","estimate","Our estimate: the U.S. loses about four months, as with the modeled U.S.-only compute cap. China, which trains smaller runs, loses about six weeks. Net: about 83 days.","one-time","Low","low","Whether algorithmic efficiency gains would let actors reach dangerous capability while staying under any fixed cap.","A treaty capping how much computing power any training run may use, in the U.S., China and everywhere else.","Compute thresholds today only trigger reporting or extra obligations (for example under the EU AI Act), not bans. U.S. export controls limit China's chip access, which is a one-sided limit, not a mutual cap.","No international compute cap exists as of September 2026. Detailed proposals exist (ControlAI's 'A Narrow Path', Oct 2024; MIRI's draft treaty, Nov 2025) and Amodei's Sept 2026 essay mentioned compute limits as a possible pacing tool, but neither the U.S. nor China has endorsed a binding mutual cap.
Our estimate: the U.S. loses about four months, as with the modeled U.S.-only compute cap. China, which trains smaller runs, loses about six weeks. Net: about 83 days.","A compute cap freezes America's biggest advantage. Algorithmic progress would keep going, so the cap would need constant tightening.","A Narrow Path, Phase 0 <https://www.narrowpath.co/phase-0> | MIRI treaty summary (May 2026) <https://intelligence.org/2026/05/12/summary-an-international-agreement-to-prevent-the-premature-creation-of-artificial-superintelligence/> | Epoch AI: How many AI models will exceed compute thresholds? <https://epoch.ai/blog/model-counts-compute-thresholds> | Al Jazeera: China vs US, who is winning the AI race, in four charts (Sept 24, 2026) <https://www.aljazeera.com/news/2026/9/24/china-vs-us-who-is-winning-the-ai-race-in-four-charts>"
"chip-governance","policy","treaties","Chips with built-in controls","Advanced U.S. chips must carry hardware controls that can verify how they are used and enforce limits.","Advanced AI chips designed in the U.S.","no","no","no","0.03285","0.16426","0.65703","0","0","0","0","0.13141","0.49277","0.03","0.03","0.03","0.03","0.0050","0.0300","0.0800","Small","international","catastrophe power","Builds controls into advanced chips so large training runs can be verified, licensed or switched off.","Hardware controls make future treaties checkable and rogue training runs harder. On their own they do little.","no","estimate","Our estimate: about 5 days of U.S. delay from chip redesign and customer reluctance, offset by about 4 days of delay to China from controllable exported and smuggled chips.","one-time","Low","low","Whether on-chip controls can be made tamper-proof against state-level hackers without pushing foreign buyers to non-U.S. chips.","Advanced U.S. chips must carry hardware controls that can verify how they are used and enforce limits.","U.S. export controls restrict who can buy chips. Since Dec 2025 Nvidia offers opt-in fleet software that can estimate a chip's country, while stating its GPUs have no kill switches or backdoors.","As of September 2026 no U.S. law requires on-chip controls beyond location checks. The Chip Security Act (H.R. 3447 / S. 1705, introduced May 2025) requires location verification plus a Commerce study of more safeguards; it passed House Foreign Affairs on Mar 26, 2026 and was added to the Senate NDAA manager's amendment (reported July 14, 2026) but is not yet law.
Our estimate: about 5 days of U.S. delay from chip redesign and customer reluctance, offset by about 4 days of delay to China from controllable exported and smuggled chips.","Hardware backdoors can be hacked or abused, and foreign buyers may switch to chips without them. Nvidia has argued kill switches would undermine trust in U.S. chips.","CNAS: Secure, Governable Chips (Jan 2024) <https://www.cnas.org/publications/reports/secure-governable-chips> | Flexible Hardware-Enabled Guarantees for AI Compute <https://arxiv.org/abs/2506.15093> | ARI: Senate NDAA takes major step on AI chip export controls (July 14, 2026) <https://ari.us/senate-ndaa-takes-major-step-to-strengthen-ai-chip-export-controls/> | CNBC: Nvidia's new software could help trace where its AI chips end up (Dec 2025) <https://www.cnbc.com/2025/12/11/nvidias-new-software-could-help-trace-where-its-ai-chips-end-up.html>"
"us-china-dialogue","policy","treaties","U.S.–China AI safety agreement","Washington and Beijing agree on AI red lines, share safety testing and set up a crisis hotline.","Government-to-government commitments.","no","no","no","0","0.00986","0.03285","0","0","0","0","0.00657","0.03285","0.00","0.00","0.00","0.00","0.0000","0.0200","0.0600","Small","international","catastrophe","Sets shared red lines, joint safety testing and a crisis hotline between the two AI superpowers.","Shared red lines and a hotline lower the chance of an accident spiralling. Without verification, the effect is modest.","no","estimate","Our estimate: diplomatic commitments displace under a day of research in either country.","one-time","Medium","low","Whether any deal would contain verifiable commitments rather than just a communication channel.","Washington and Beijing agree on AI red lines, share safety testing and set up a crisis hotline.","There is no hotline, no joint testing and no agreed red lines between governments. Unofficial scientist dialogues (IDAIS: Beijing 2024, Venice 2024, Shanghai 2025, London April 2026) have produced consensus statements only.","Only thin agreements exist: Biden and Xi affirmed human control over nuclear launch decisions (Nov 16, 2024) and one official AI dialogue was held (Geneva, May 14, 2024) with no joint statement. On Sept 20, 2026 Treasury Secretary Bessent proposed a formal AI dialogue with an incident notification mechanism; the Sept 24, 2026 Trump-Xi summit reportedly ended without a signed AI agreement, with a working group to continue talks.
Our estimate: diplomatic commitments displace under a day of research in either country.","China may use talks to slow U.S. policy without changing its own behaviour. Critics worry about legitimizing Chinese AI governance.","White House readout, Biden-Xi meeting in Lima (Nov 16, 2024) <https://bidenwhitehouse.archives.gov/briefing-room/statements-releases/2024/11/16/readout-of-president-joe-bidens-meeting-with-president-xi-jinping-of-the-peoples-republic-of-china-3> | NSC statement on U.S.-PRC talks on AI risk and safety (May 13, 2024) <https://bidenwhitehouse.archives.gov/briefing-room/statements-releases/2024/05/13/statement-from-nsc-spokesperson-adrienne-watson-on-the-u-s-prc-talks-on-ai-risk-and-safety> | TIME: The Narrow Path to a Trump-Xi AI Deal (Sept 22, 2026) <https://time.com/article/2026/09/22/trump-xi-ai-deal-china/> | International Dialogues on AI Safety <https://idais.ai/>"
"alignment-moonshot","policy","mains","Federal alignment research moonshot","Billions a year of federal funding for research on controlling and understanding AI.","Federal research budgets.","no","no","no","0","0.0657","0.22996","0","0","0","0","0","0","0.07","0.07","0.07","0.07","0.0100","0.0600","0.1500","Medium","research","catastrophe","Pays for a huge public push to learn how to keep powerful AI under control.","Many researchers think the bottleneck is knowing how to control advanced AI at all. More funding speeds that up, though money alone doesn't guarantee breakthroughs.","no","estimate","Our estimate: competition for a limited pool of researchers costs frontier labs about 2 days of progress.","one-time","Low","low","Whether more money can buy alignment progress quickly when the field is limited by talent and by access to frontier models held inside private labs.","Billions a year of federal funding for research on controlling and understanding AI.","Total federal AI R&D is about $3.3B a year (FY2025 NITRD request), of which safety and alignment is a small, unreported share. The UK's Alignment Project has about 27M pounds (15M government).","No federal program spends billions a year on alignment. The July 23, 2025 AI Action Plan launched a DARPA-led program on interpretability, control and robustness (now 'AI Forge' with NSF and CAISI), while CAISI runs on about $15M a year with a $27M FY2027 request; Rep. Kiley's SAFE AI Research Grants Act was still in committee in Sept 2026.
Our estimate: competition for a limited pool of researchers costs frontier labs about 2 days of progress.","Government research programs move slowly, and the best safety work happens inside labs with access to frontier models.","America's AI Action Plan (July 2025) <https://www.whitehouse.gov/wp-content/uploads/2025/07/Americas-AI-Action-Plan.pdf> | DARPA AI Forge <https://www.darpa.mil/research/programs/ai-forge> | IFP: What Will It Cost for the US to Be Ready for the Next Big AI Breakthrough? (May 2026) <https://ifp.org/funding-for-caisi/> | CNAS: Securing America's AI Future (June 2025) <https://www.cnas.org/publications/commentary/securing-americas-ai-future-federal-research-and-development-priorities>"
